Name,Price,Location,Year,Condition,Km,Origin,Style,Manufacture,Color,Seat,Window
VinFast VF9 Eco - 2023,1075,TP HCM,2023.0,Xe đã dùng,10000.0,Lắp ráp trong nước,SUV,Điện,Xanh,6.0,5.0
Toyota Yaris 1.5 AT - 2011,325,Hà Nội,2011.0,Xe đã dùng,37000.0,Nhập khẩu,Hatchback,Xăng,Đỏ,5.0,5.0
Toyota Innova 2.0G - 2018,570,Hà Nội,2018.0,Xe đã dùng,90000.0,Lắp ráp trong nước,Crossover,Xăng,Bạc,8.0,5.0
Lexus RX 300 - 2019,2320,Hà Nội,2019.0,Xe đã dùng,70000.0,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
Hyundai SantaFe Cao cấp 2.2L HTRAC - 2021,968,Hà Nội,2021.0,Xe đã dùng,38000.0,Lắp ráp trong nước,SUV,Dầu,Đỏ,7.0,5.0
Hyundai Tucson 2.0 AT CRDi Đặc biệt - 2022,888,Hà Nội,2022.0,Xe đã dùng,25666.0,Lắp ráp trong nước,Crossover,Dầu,Đỏ,5.0,5.0
Hyundai SantaFe Premium 2.2L HTRAC - 2020,929,Hà Nội,2020.0,Xe đã dùng,65000.0,Lắp ráp trong nước,SUV,Dầu,Trắng,7.0,5.0
Peugeot 2008 GT Line 1.2 AT - 2022,709,Hà Nội,2022.0,Xe đã dùng,30000.0,Lắp ráp trong nước,Crossover,Xăng,Đen,5.0,5.0
Mercedes Benz GLC 300 4Matic Coupe - 2020,2020,Hà Nội,2020.0,Xe đã dùng,25000.0,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
MG ZS Comfort 1.5 AT 2WD - 2021,445,Hà Nội,2021.0,Xe đã dùng,31000.0,Nhập khẩu,Crossover,Xăng,Trắng,5.0,5.0
Cadillac Escalade ESV Premium - 2014,2600,Hà Nội,2014.0,Xe đã dùng,0.0,Nhập khẩu,SUV,Xăng,Đen,7.0,5.0
Mercedes Benz GLC 300 4Matic - 2017,1090,Hà Nội,2017.0,Xe đã dùng,50000.0,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
Toyota Land Cruiser 4.6 V8 - 2020,4100,Hà Nội,2020.0,Xe đã dùng,100000.0,Nhập khẩu,SUV,Xăng,Trắng,8.0,5.0
Toyota Camry 2.4G - 2010,365,Hà Nội,2010.0,Xe đã dùng,130000.0,Lắp ráp trong nước,Sedan,Xăng,Bạc,5.0,4.0
Mazda CX5 2.0 AT - 2018,640,Hà Nội,2018.0,Xe đã dùng,60000.0,Lắp ráp trong nước,SUV,Xăng,Đen,5.0,5.0
Hyundai SantaFe Premium 2.4L HTRAC - 2020,885,Hà Nội,2020.0,Xe đã dùng,40000.0,Lắp ráp trong nước,SUV,Xăng,Đen,7.0,5.0
BMW 3 Series 320i - 2015,550,Hà Nội,2015.0,Xe đã dùng,76000.0,Nhập khẩu,Sedan,Xăng,Trắng,5.0,4.0
Mazda CX5 Premium 2.0 AT - 2022,815,Hà Nội,2022.0,Xe đã dùng,23000.0,Lắp ráp trong nước,SUV,Xăng,Đỏ,5.0,5.0
Kia Sonet Premium 1.5 AT - 2022,579,Hà Nội,2022.0,Xe đã dùng,28000.0,Lắp ráp trong nước,Crossover,Xăng,Trắng,5.0,5.0
Toyota Corolla altis 1.8V - 2023,755,Hà Nội,2023.0,Xe đã dùng,23000.0,Nhập khẩu,Sedan,Xăng,Trắng,5.0,4.0
Mercedes Benz GLC 300 4Matic - 2020,1688,Hà Nội,2020.0,Xe đã dùng,40000.0,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
Toyota Camry 2.4G - 2008,288,Hà Nội,2008.0,Xe đã dùng,15000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Toyota Avanza Premio 1.5 AT - 2023,565,Hà Nội,2023.0,Xe đã dùng,32000.0,Lắp ráp trong nước,SUV,Xăng,Đen,7.0,5.0
Mercedes Benz S class S550 - 2007,488,Hà Nội,2007.0,Xe đã dùng,110000.0,Nhập khẩu,Sedan,Xăng,Trắng,5.0,4.0
Porsche 718 Cayman 2.0 AT - 2022,3930,Hà Nội,2022.0,Xe đã dùng,6400.0,Nhập khẩu,Coupe,Xăng,Đỏ,2.0,2.0
Toyota Vios 1.5G - 2014,335,Hà Nội,2014.0,Xe đã dùng,90000.0,Lắp ráp trong nước,Sedan,Xăng,Nâu,5.0,4.0
Kia Sorento DATH - 2015,545,Hà Nội,2015.0,Xe đã dùng,110000.0,Lắp ráp trong nước,SUV,Dầu,Xám,7.0,5.0
Hyundai Tucson 2.0 AT - 2020,688,Hà Nội,2020.0,Xe đã dùng,38000.0,Lắp ráp trong nước,Crossover,Xăng,Trắng,5.0,5.0
Hyundai Palisade Prestige 2.2 AT HTRAC - 2023,1588,Hà Nội,2023.0,Xe đã dùng,6000.0,Lắp ráp trong nước,SUV,Dầu,Đen,6.0,5.0
Toyota Fortuner 2.7V 4x2 AT - 2017,735,Hà Nội,2017.0,Xe đã dùng,80000.0,Nhập khẩu,SUV,Xăng,Trắng,7.0,5.0
Hyundai Accent 1.4 AT Đặc Biệt - 2021,470,Hà Nội,2021.0,Xe đã dùng,30000.0,Lắp ráp trong nước,Sedan,Xăng,Đỏ,5.0,4.0
Mercedes Benz C class C250 CGI - 2009,340,TP HCM,2009.0,Xe đã dùng,90000.0,Lắp ráp trong nước,Sedan,Xăng,Xanh,5.0,4.0
Toyota Fortuner 2.4L 4x2 AT - 2022,1050,Hà Nội,2022.0,Xe đã dùng,10000.0,Lắp ráp trong nước,SUV,Dầu,Trắng,7.0,5.0
Honda CRV G - 2019,765,Hà Nội,2019.0,Xe đã dùng,70000.0,Nhập khẩu,SUV,Xăng,Đen,7.0,5.0
Toyota Vios E 1.5 MT - 2022,450,TP HCM,2022.0,Xe đã dùng,13000.0,Lắp ráp trong nước,Sedan,Xăng,Bạc,5.0,4.0
Toyota Fortuner 2.7V 4x2 AT - 2019,789,Hà Nội,2019.0,Xe đã dùng,100000.0,Nhập khẩu,SUV,Xăng,Trắng,7.0,5.0
Toyota Innova 2.0E - 2014,335,Hà Nội,2014.0,Xe đã dùng,150000.0,Lắp ráp trong nước,Crossover,Xăng,Bạc,8.0,5.0
Toyota Camry 2.5Q - 2018,750,Hà Nội,2018.0,Xe đã dùng,50000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Toyota Camry 2.5Q - 2022,1050,Hà Nội,2022.0,Xe đã dùng,0.0,Nhập khẩu,Sedan,Xăng,Đen,5.0,4.0
Nissan Sunny XV - 2016,285,Hà Nội,2016.0,Xe đã dùng,130000.0,Lắp ráp trong nước,Sedan,Xăng,Xám,5.0,4.0
Ford Ranger Wildtrak 2.0L 4x4 AT - 2022,755,Hà Nội,2022.0,Xe đã dùng,45000.0,Lắp ráp trong nước,Bán tải / Pickup,Dầu,Trắng,5.0,4.0
BMW 5 Series 535i GT - 2011,610,TP HCM,2011.0,Xe đã dùng,110000.0,Nhập khẩu,Sedan,Xăng,Xanh,5.0,4.0
Ford EcoSport Titanium 1.5L AT - 2019,465,TP HCM,2019.0,Xe đã dùng,30000.0,Lắp ráp trong nước,SUV,Xăng,Đỏ,5.0,5.0
LandRover Range Rover Autobiography LWB 5.0 - 2014,3580,TP HCM,2014.0,Xe đã dùng,90300.0,Nhập khẩu,SUV,Xăng,Đen,4.0,5.0
Ford EcoSport Titanium 1.5 AT - 2021,510,TP HCM,2021.0,Xe đã dùng,40000.0,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
Ford Everest Titanium 2.0L 4x2 AT - 2020,890,TP HCM,2020.0,Xe đã dùng,33000.0,Nhập khẩu,SUV,Dầu,Đen,7.0,5.0
Hyundai SantaFe Premium 2.2L HTRAC - 2019,880,Hà Nội,2019.0,Xe đã dùng,0.0,Lắp ráp trong nước,SUV,Dầu,Trắng,7.0,5.0
Ford Ranger Raptor 2.0L 4x4 AT - 2023,1245,TP HCM,2023.0,Xe đã dùng,15000.0,Nhập khẩu,Bán tải / Pickup,Dầu,Đỏ,5.0,4.0
Mitsubishi Xpander Cross 1.5 AT - 2022,620,Hà Nội,2022.0,Xe đã dùng,50000.0,Nhập khẩu,SUV,Xăng,Đen,7.0,5.0
Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,915,TP HCM,2023.0,Xe đã dùng,3500.0,Lắp ráp trong nước,Bán tải / Pickup,Dầu,Trắng,5.0,4.0
LandRover Range Rover Autobiography LWB 5.0 - 2014,2850,Hà Nội,2014.0,Xe đã dùng,80000.0,Nhập khẩu,SUV,Xăng,Xám,4.0,5.0
Toyota Corolla Cross 1.8HV - 2020,768,Hà Nội,2020.0,Xe đã dùng,60000.0,Nhập khẩu,SUV,Hybrid,Đỏ,5.0,5.0
Peugeot 3008 GT - 2022,919,Hà Nội,2022.0,Xe đã dùng,30000.0,Lắp ráp trong nước,Crossover,Xăng,Đen,5.0,5.0
VinFast VF9 Plus - 2023,1230,Hà Nội,2023.0,Xe đã dùng,4000.0,Lắp ráp trong nước,SUV,Điện,Xanh,6.0,5.0
Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,899,TP HCM,2023.0,Xe đã dùng,12000.0,Lắp ráp trong nước,Bán tải / Pickup,Dầu,Đỏ,5.0,4.0
Mitsubishi Xpander Cross 1.5 AT - 2022,636,Hà Nội,2022.0,Xe đã dùng,25000.0,Nhập khẩu,SUV,Xăng,Nâu,7.0,5.0
Hyundai Grand Starex Van 2.5 AT - 2013,420,Hà Nội,2013.0,Xe đã dùng,200000.0,Nhập khẩu,Van/Minivan,Dầu,Trắng,3.0,5.0
Toyota Camry 2.4G - 2011,386,Hà Nội,2011.0,Xe đã dùng,130000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Toyota Corolla altis 1.8V - 2023,750,Hà Nội,2023.0,Xe đã dùng,12000.0,Nhập khẩu,Sedan,Xăng,Đen,5.0,4.0
Toyota Land Cruiser 3.5 V6 - 2024,5579,TP HCM,2024.0,Xe đã dùng,3.0,Nhập khẩu,SUV,Xăng,Đen,7.0,5.0
Lexus RX 450h - 2012,1350,Hà Nội,2012.0,Xe đã dùng,136765.0,Nhập khẩu,SUV,Hybrid,Đỏ,5.0,5.0
Hyundai Tucson 2.0 AT Tiêu chuẩn - 2021,710,Hà Nội,2021.0,Xe đã dùng,19000.0,Lắp ráp trong nước,Crossover,Xăng,Trắng,5.0,5.0
Ford Ranger XL 2.5L 4x4 MT - 2011,198,Hà Nội,2011.0,Xe đã dùng,120000.0,Nhập khẩu,Bán tải / Pickup,Dầu,Bạc,5.0,4.0
Toyota Alphard Luxury Executive Lounge - 2023,4230,Hà Nội,2023.0,Xe đã dùng,32000.0,Nhập khẩu,Van/Minivan,Xăng,Đen,7.0,5.0
Mitsubishi Xpander Cross 1.5 AT - 2023,665,Hà Nội,2023.0,Xe đã dùng,20000.0,Nhập khẩu,SUV,Xăng,Xám,7.0,5.0
Mazda 3 1.5L Luxury - 2023,630,Hà Nội,2023.0,Xe đã dùng,20000.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Mercedes Benz S class S450L Luxury - 2020,2970,Hà Nội,2020.0,Xe đã dùng,30000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Kia Cerato 2.0 AT Premium - 2021,550,Hà Nội,2021.0,Xe đã dùng,50000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Mitsubishi Pajero 3.0 4x4 AT - 2015,828,Hà Nội,2015.0,Xe đã dùng,86000.0,Nhập khẩu,SUV,Xăng,Đen,7.0,5.0
Mitsubishi Xpander Cross 1.5 AT - 2021,599,Hà Nội,2021.0,Xe đã dùng,27000.0,Nhập khẩu,SUV,Xăng,Trắng,7.0,5.0
Lexus RX 350 - 2020,2890,Hà Nội,2020.0,Xe đã dùng,40000.0,Nhập khẩu,SUV,Xăng,Đen,5.0,5.0
Mercedes Benz E class E250 - 2017,999,TP HCM,2017.0,Xe đã dùng,0.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Toyota Raize G 1.0 CVT - 2022,515,Hà Nội,2022.0,Xe đã dùng,36000.0,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
Hyundai Accent 1.4 AT - 2023,479,Hà Nội,2023.0,Xe đã dùng,15000.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
BMW X6 xDrive40i M Sport - 2022,3488,Hà Nội,2022.0,Xe đã dùng,0.0,Nhập khẩu,SUV,Xăng,Xanh,5.0,5.0
Lexus RX 350 AWD - 2014,1390,Hà Nội,2014.0,Xe đã dùng,76000.0,Nhập khẩu,SUV,Xăng,Đỏ,5.0,5.0
VinFast Fadil 1.4 AT - 2021,330,Hà Nội,2021.0,Xe đã dùng,15000.0,Lắp ráp trong nước,Hatchback,Xăng,Trắng,5.0,5.0
Ford EcoSport Titanium 1.5L AT - 2019,468,Hà Nội,2019.0,Xe đã dùng,70000.0,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
Kia Carnival Signature 3.5G - 2022,1480,Hà Nội,2022.0,Xe đã dùng,6500.0,Lắp ráp trong nước,Van/Minivan,Xăng,Xanh,7.0,5.0
Kia Sportage Luxury 2.0G - 2022,850,Hà Nội,2022.0,Xe đã dùng,0.0,Lắp ráp trong nước,Crossover,Xăng,Trắng,5.0,5.0
Toyota Prado VX 2.7L - 2019,2070,Hà Nội,2019.0,Xe đã dùng,67000.0,Nhập khẩu,SUV,Xăng,Trắng,7.0,5.0
Mercedes Benz E class E300 AMG - 2017,1289,Hà Nội,2017.0,Xe đã dùng,48935.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Ford EcoSport Titanium 1.5L AT - 2019,479,Hà Nội,2019.0,Xe đã dùng,58000.0,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
Ford Ranger Wildtrak 3.2L 4x4 AT - 2018,585,Hà Nội,2018.0,Xe đã dùng,55000.0,Nhập khẩu,Bán tải / Pickup,Dầu,Vàng,5.0,4.0
Toyota Vios G 1.5 CVT - 2022,529,Hà Nội,2022.0,Xe đã dùng,21000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Porsche Macan 2.0 - 2015,1490,Hà Nội,2015.0,Xe đã dùng,100000.0,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
Mitsubishi Triton 4x2 MT - 2017,355,Hà Nội,2017.0,Xe đã dùng,88000.0,Nhập khẩu,Bán tải / Pickup,Dầu,Đen,5.0,4.0
Toyota Camry 2.5Q - 2020,960,Hà Nội,2020.0,Xe đã dùng,69000.0,Nhập khẩu,Sedan,Xăng,Đen,5.0,4.0
Toyota Innova 2.0E - 2015,358,TP HCM,2015.0,Xe đã dùng,144238.0,Lắp ráp trong nước,Crossover,Xăng,Bạc,8.0,5.0
Mazda 6 2.0 AT - 2016,450,TP HCM,2016.0,Xe đã dùng,95000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
BMW X5 xDrive35i - 2012,720,TP HCM,2012.0,Xe đã dùng,78000.0,Nhập khẩu,SUV,Xăng,Ghi,7.0,5.0
Mercedes Benz E class E200 Edition - 2015,719,Hà Nội,2015.0,Xe đã dùng,47000.0,Lắp ráp trong nước,Sedan,Xăng,Đỏ,5.0,4.0
Ford Ranger Wildtrak 2.0L 4x4 AT - 2022,759,Hà Nội,2022.0,Xe đã dùng,40000.0,Lắp ráp trong nước,Bán tải / Pickup,Dầu,Đen,5.0,4.0
Suzuki XL7 1.5 AT - 2022,523,Hà Nội,2022.0,Xe đã dùng,3000.0,Nhập khẩu,SUV,Xăng,Đen,7.0,5.0
Mazda CX5 Premium Sport 2.0 AT - 2023,865,Hà Nội,2023.0,Xe đã dùng,12000.0,Lắp ráp trong nước,SUV,Xăng,Xanh,5.0,5.0
VinFast Lux SA 2.0 Premium 2.0 AT - 2021,855,Hà Nội,2021.0,Xe đã dùng,40000.0,Lắp ráp trong nước,SUV,Xăng,Đỏ,7.0,5.0
Mercedes Benz V class V250 Luxury - 2019,1590,Hà Nội,2019.0,Xe đã dùng,0.0,Nhập khẩu,Van/Minivan,Xăng,Đen,7.0,5.0
Toyota Camry 2.0E - 2017,655,Hà Nội,2017.0,Xe đã dùng,0.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Kia Morning GT-Line - 2023,430,Hà Nội,2023.0,Xe đã dùng,6000.0,Lắp ráp trong nước,Hatchback,Xăng,Trắng,5.0,5.0
Hyundai SantaFe Premium 2.2L HTRAC - 2020,934,Hà Nội,2020.0,Xe đã dùng,0.0,Lắp ráp trong nước,SUV,Dầu,Đen,7.0,5.0
Mazda 3 1.5L Luxury - 2022,595,Hà Nội,2022.0,Xe đã dùng,16000.0,Lắp ráp trong nước,Sedan,Xăng,Đỏ,5.0,4.0
Mercedes Benz E class E180 - 2022,1630,Hà Nội,2022.0,Xe đã dùng,15000.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Toyota Vios E CVT - 2022,485,Hà Nội,2022.0,Xe đã dùng,60000.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Toyota Innova 2.0 Venturer - 2018,625,TP HCM,2018.0,Xe đã dùng,69200.0,Lắp ráp trong nước,Crossover,Xăng,Đỏ,8.0,5.0
Hyundai Accent 1.4 ATH - 2020,445,TP HCM,2020.0,Xe đã dùng,0.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Toyota Fortuner 2.7V 4x2 AT - 2019,795,Hà Nội,2019.0,Xe đã dùng,60000.0,Nhập khẩu,SUV,Xăng,Trắng,7.0,5.0
Mazda CX5 Premium 2.0 AT - 2021,775,Hà Nội,2021.0,Xe đã dùng,50000.0,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
BMW 3 Series 320i - 2011,299,Hà Nội,2011.0,Xe đã dùng,100000.0,Nhập khẩu,Sedan,Xăng,Hồng,5.0,4.0
Mercedes Benz C class C200 Avantgarde - 2022,1439,Hà Nội,2022.0,Xe đã dùng,50.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Mitsubishi Outlander 2.0 CVT - 2022,725,Hà Nội,2022.0,Xe đã dùng,18000.0,Lắp ráp trong nước,SUV,Xăng,Trắng,7.0,5.0
Mitsubishi Xpander 1.5 AT - 2021,595,Hà Nội,2021.0,Xe đã dùng,0.0,Nhập khẩu,SUV,Xăng,Trắng,7.0,5.0
VinFast Lux A 2.0 Tiêu chuẩn - 2022,630,Hà Nội,2022.0,Xe đã dùng,30000.0,Lắp ráp trong nước,Sedan,Xăng,Xám,5.0,4.0
Toyota Land Cruiser 4.6 V8 - 2019,3888,Hà Nội,2019.0,Xe đã dùng,130000.0,Nhập khẩu,SUV,Xăng,Đen,8.0,5.0
Mercedes Benz S class S450L - 2017,1999,Hà Nội,2017.0,Xe đã dùng,68000.0,Lắp ráp trong nước,Sedan,Xăng,Xanh,5.0,4.0
Volkswagen Tiguan Allspace Luxury - 2019,989,Hà Nội,2019.0,Xe đã dùng,86000.0,Nhập khẩu,SUV,Xăng,Xanh,7.0,5.0
Mercedes Benz S class S450L - 2017,2050,Hà Nội,2017.0,Xe đã dùng,78000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
VinFast Lux A 2.0 2.0 AT - 2020,580,Hà Nội,2020.0,Xe đã dùng,30000.0,Lắp ráp trong nước,Sedan,Xăng,Đỏ,5.0,4.0
Suzuki Swift 1.4 AT - 2015,300,Hà Nội,2015.0,Xe đã dùng,80000.0,Lắp ráp trong nước,Hatchback,Xăng,Trắng,5.0,5.0
Toyota Fortuner 2.7V 4X2 AT - 2016,540,Hà Nội,2016.0,Xe đã dùng,70000.0,Lắp ráp trong nước,SUV,Xăng,Bạc,7.0,5.0
Mazda CX5 Premium Sport 2.0 AT - 2023,865,Hà Nội,2023.0,Xe đã dùng,14000.0,Lắp ráp trong nước,SUV,Xăng,Xanh,5.0,5.0
Toyota Land Cruiser GX 4.5 - 2006,499,TP HCM,2006.0,Xe đã dùng,110.0,Lắp ráp trong nước,SUV,Xăng,Xám,8.0,5.0
Mazda CX 30 Luxury 2.0 AT - 2022,670,Hà Nội,2022.0,Xe đã dùng,40000.0,Nhập khẩu,Crossover,Xăng,Trắng,5.0,5.0
Mazda CX5 Premium Exclusive 2.0 AT - 2023,929,Hà Nội,2023.0,Xe đã dùng,8000.0,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
Lexus RX 300 - 2021,2830,Hà Nội,2021.0,Xe đã dùng,29000.0,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
Toyota Vios 1.5E MT - 2019,370,TP HCM,2019.0,Xe đã dùng,41700.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Toyota Corolla Cross 1.8G - 2022,698,Hà Nội,2022.0,Xe đã dùng,50000.0,Nhập khẩu,SUV,Xăng,Xanh,5.0,5.0
Mercedes Benz C class C300 AMG - 2017,799,TP HCM,2017.0,Xe đã dùng,80000.0,Lắp ráp trong nước,Sedan,Xăng,Đỏ,5.0,4.0
Chevrolet Colorado LT 2.5L 4x4 MT - 2016,299,Hà Nội,2016.0,Xe đã dùng,11269.0,Nhập khẩu,Bán tải / Pickup,Dầu,Đỏ,5.0,4.0
Rolls Royce Phantom EWB - 2012,15999,TP HCM,2012.0,Xe đã dùng,16000.0,Nhập khẩu,Sedan,Xăng,Đen,4.0,4.0
VinFast Lux A 2.0 Premium 2.0 AT - 2021,680,Hà Nội,2021.0,Xe đã dùng,27000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Toyota Corolla Cross 1.8G - 2021,695,Hà Nội,2021.0,Xe đã dùng,33000.0,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
VinFast Lux A 2.0 2.0 AT - 2021,595,Hà Nội,2021.0,Xe đã dùng,37000.0,Lắp ráp trong nước,Sedan,Xăng,Đỏ,5.0,4.0
Kia Seltos Premium 1.4 AT - 2020,595,Hà Nội,2020.0,Xe đã dùng,58000.0,Lắp ráp trong nước,Crossover,Xăng,Đỏ,5.0,5.0
Mercedes Benz E class E200 - 2019,1159,TP HCM,2019.0,Xe đã dùng,60000.0,Lắp ráp trong nước,Sedan,Xăng,Xanh,5.0,4.0
Mazda BT50 3.2L 4x4 AT - 2015,415,Hà Nội,2015.0,Xe đã dùng,0.0,Nhập khẩu,Bán tải / Pickup,Dầu,Trắng,5.0,4.0
VinFast Lux A 2.0 2.0 AT - 2020,569,Hà Nội,2020.0,Xe đã dùng,30000.0,Lắp ráp trong nước,Sedan,Xăng,Đỏ,5.0,4.0
Toyota Vios E CVT - 2022,480,Hà Nội,2022.0,Xe đã dùng,13000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Toyota Fortuner 2.7V 4X2 AT - 2016,535,Hà Nội,2016.0,Xe đã dùng,90000.0,Lắp ráp trong nước,SUV,Xăng,Bạc,7.0,5.0
Honda Brio RS - 2020,379,TP HCM,2020.0,Xe đã dùng,27000.0,Nhập khẩu,Hatchback,Xăng,Đỏ,5.0,5.0
Ford EcoSport Titanium 1.5L AT - 2017,380,TP HCM,2017.0,Xe đã dùng,0.0,Lắp ráp trong nước,SUV,Xăng,Đen,5.0,5.0
BMW X7 xDrive40i - 2020,4390,Hà Nội,2020.0,Xe đã dùng,50000.0,Nhập khẩu,SUV,Xăng,Đen,7.0,5.0
Audi A7 3.0 TFSI - 2014,1098,TP HCM,2014.0,Xe đã dùng,70000.0,Nhập khẩu,Sedan,Xăng,Đen,5.0,4.0
Mercedes Benz E class E250 - 2017,1035,Hà Nội,2017.0,Xe đã dùng,64000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Mazda 3 1.5L Sport Luxury - 2019,507,Hà Nội,2019.0,Xe đã dùng,48000.0,Lắp ráp trong nước,Hatchback,Xăng,Trắng,5.0,5.0
Kia Optima 2.4 GT line - 2017,555,Hà Nội,2017.0,Xe đã dùng,62000.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Mercedes Benz GLC 300 4Matic - 2018,1229,Hà Nội,2018.0,Xe đã dùng,50000.0,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
Toyota Rush 1.5S AT - 2019,495,Hà Nội,2019.0,Xe đã dùng,60000.0,Nhập khẩu,SUV,Xăng,Trắng,7.0,5.0
Lexus RX 350 AWD - 2011,930,Hà Nội,2011.0,Xe đã dùng,72000.0,Nhập khẩu,SUV,Xăng,Đen,5.0,5.0
Hyundai Accent 1.4 AT Đặc Biệt - 2022,495,Hà Nội,2022.0,Xe đã dùng,14000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Mazda 3 1.5 AT - 2017,475,Hà Nội,2017.0,Xe đã dùng,68000.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Hyundai SantaFe Cao cấp 2.5L HTRAC - 2022,1110,Hà Nội,2022.0,Xe đã dùng,7500.0,Lắp ráp trong nước,SUV,Xăng,Đỏ,7.0,5.0
Honda CRV 2.4 AT - 2013,465,Hà Nội,2013.0,Xe đã dùng,10.0,Lắp ráp trong nước,SUV,Xăng,Đen,5.0,5.0
Toyota Vios E 1.5 MT - 2022,410,Hà Nội,2022.0,Xe đã dùng,60000.0,Lắp ráp trong nước,Sedan,Xăng,Bạc,5.0,4.0
Toyota Fortuner 2.7V 4x2 AT - 2017,710,TP HCM,2017.0,Xe đã dùng,0.0,Nhập khẩu,SUV,Xăng,Trắng,7.0,5.0
Kia Cerato 1.6 AT Luxury - 2021,550,Hà Nội,2021.0,Xe đã dùng,3888.0,Lắp ráp trong nước,Sedan,Xăng,Xanh,5.0,4.0
Lexus ES 250 - 2019,1890,Hà Nội,2019.0,Xe đã dùng,23000.0,Nhập khẩu,Sedan,Xăng,Trắng,5.0,4.0
Porsche Panamera 3.0 V6 - 2021,4999,Hà Nội,2021.0,Xe đã dùng,20000.0,Nhập khẩu,Sedan,Xăng,Đen,4.0,4.0
Toyota Fortuner 2.4G 4x2 MT - 2017,720,Hà Nội,2017.0,Xe đã dùng,81000.0,Nhập khẩu,SUV,Dầu,Đen,7.0,5.0
Mazda CX8 Premium AWD - 2022,1020,Hà Nội,2022.0,Xe đã dùng,9000.0,Lắp ráp trong nước,SUV,Xăng,Xanh,6.0,5.0
MG ZS Standard 1.5 AT 2WD - 2023,488,Hà Nội,2023.0,Xe đã dùng,5600.0,Nhập khẩu,Crossover,Xăng,Đỏ,5.0,5.0
Ford Ranger XLS 2.2L 4x2 AT - 2017,445,Hà Nội,2017.0,Xe đã dùng,85000.0,Nhập khẩu,Bán tải / Pickup,Dầu,Trắng,5.0,4.0
BMW X6 xDrive35i - 2012,650,Hà Nội,2012.0,Xe đã dùng,130000.0,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
Mazda 3 1.5L Premium - 2022,645,Hà Nội,2022.0,Xe đã dùng,59000.0,Lắp ráp trong nước,Sedan,Xăng,Đỏ,5.0,4.0
Honda City 1.5 AT - 2016,355,Hà Nội,2016.0,Xe đã dùng,65000.0,Lắp ráp trong nước,Sedan,Xăng,Đỏ,5.0,4.0
Mercedes Benz C class C200 - 2018,810,Hà Nội,2018.0,Xe đã dùng,80000.0,Lắp ráp trong nước,Sedan,Xăng,Xanh,5.0,4.0
Hyundai SantaFe 2.2L 4WD - 2017,735,Hà Nội,2017.0,Xe đã dùng,98000.0,Lắp ráp trong nước,SUV,Dầu,Trắng,7.0,5.0
Toyota Vios 1.5E - 2016,259,Hà Nội,2016.0,Xe đã dùng,0.0,Lắp ráp trong nước,Sedan,Xăng,Vàng,5.0,4.0
